NO,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q111,Q112,Q113,Q114,Q12,Q13,A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,D1,D2,D3,E1,E2,E3,F1,F2,F3,G1,G2,H1,H2,I1,I2,I3,J1,J2,J3,K1,K2,K3,K4
404,1,1,1,1,4,4,3,2,3,1,0,0,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,2,2,2,6,6,4,4,2,2,2,2,2,2,5,5,4,5
405,1,1,1,1,2,3,2,2,2,1,0,1,0,1,2,2,6,5,4,5,6,5,6,5,6,5,6,6,5,4,4,5,6,5,4,5,6,5,4,5,5,6,5,6,5,6,4,5,4,5
406,2,3,2,2,5,4,3,3,3,2,0,0,1,1,3,1,3,4,4,4,5,5,4,5,5,4,4,6,5,5,4,4,4,5,5,5,6,5,5,2,3,4,4,5,4,6,5,5,6,3
407,1,2,1,1,3,4,3,2,3,1,0,0,1,1,2,2,3,5,4,5,5,5,2,4,4,3,5,6,6,5,4,5,5,6,4,6,6,3,4,5,3,4,4,4,5,5,5,4,6,5
408,1,5,2,1,5,4,5,2,1,3,0,1,1,0,1,1,5,5,5,5,4,5,3,4,5,5,5,4,3,3,5,5,5,5,3,4,4,4,5,2,2,3,1,2,2,4,5,5,2,5
409,1,2,1,1,2,4,3,2,3,2,0,0,1,1,2,1,6,6,5,5,5,4,4,4,5,4,5,5,4,5,5,4,4,5,3,3,4,5,3,3,5,2,3,3,5,3,4,5,3,5
410,1,1,1,1,2,1,1,1,2,4,0,1,0,1,4,2,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,3,3,4,3,3,4,3,4
411,1,1,1,1,2,3,1,1,3,2,0,0,1,1,2,2,5,5,5,4,5,4,4,3,6,5,5,3,3,6,1,3,2,5,3,2,5,5,2,5,2,2,2,3,3,2,5,3,1,4
412,1,2,1,1,1,4,1,1,1,1,0,1,1,0,1,1,6,6,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
413,2,1,1,1,1,3,2,2,1,1,0,1,0,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,1,5,3,5,6,2,1,2,3,4,5,6,5,4,3,2
414,2,6,5,1,2,2,5,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,2,1,1,1,1,4,3,3,3,1,0,0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,4,1,2,5,1,3,3,1,2,1,5,1,1,6,6,5,6
416,1,2,1,1,1,4,2,2,3,1,0,0,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,2,2,3,3,4,4,4,3,3,2,3
417,2,2,1,1,2,4,2,2,3,2,1,0,1,0,2,2,4,5,5,5,4,4,4,6,6,5,6,5,4,6,5,5,5,3,2,2,5,5,3,5,2,2,2,1,1,1,4,4,2,5
418,2,2,1,1,1,3,1,1,2,1,0,1,1,0,2,1,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,4,4,3,3,1,1,1,1,1,1,5,5,5,5
419,2,2,1,1,1,4,1,1,4,1,0,0,1,1,2,1,4,4,5,5,5,6,4,5,6,5,6,4,5,4,1,2,1,3,1,1,4,4,1,4,1,1,1,1,2,2,5,5,4,5
420,1,1,1,1,3,3,2,1,2,1,1,1,0,0,1,2,5,4,5,6,3,4,5,6,5,4,5,5,4,6,5,4,5,6,5,5,4,5,4,3,5,4,5,3,5,4,5,6,4,4
421,2,1,1,1,3,4,4,2,3,1,1,0,1,0,2,1,5,4,5,5,4,5,3,3,5,5,5,5,5,5,5,5,5,4,1,1,3,3,4,3,3,4,4,3,4,3,5,5,3,4
422,1,2,1,1,2,3,2,2,2,1,0,1,1,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3
423,2,2,1,1,1,3,3,5,1,1,0,1,1,0,1,2,4,5,5,4,5,6,5,6,6,5,6,4,6,3,2,4,3,4,2,2,2,4,4,3,4,2,5,5,2,2,5,6,4,3
424,2,1,1,1,1,2,3,1,4,2,1,1,0,0,4,1,3,4,5,4,4,4,5,3,4,5,3,5,4,3,3,4,5,5,4,3,3,4,4,3,5,4,4,4,5,5,5,4,5,4
425,1,3,2,2,3,2,4,4,3,2,1,0,1,0,2,1,4,4,5,4,5,5,4,3,3,2,5,4,5,4,3,4,4,3,4,4,5,4,4,3,5,4,5,5,4,3,4,5,5,4
426,1,4,2,3,5,4,3,2,5,2,1,0,0,1,4,1,5,4,5,6,5,6,4,6,5,6,6,4,3,3,2,5,3,4,2,3,4,2,2,4,2,2,2,4,6,3,5,6,3,4
427,2,2,2,3,3,3,3,2,3,2,0,1,1,0,2,1,4,5,4,5,6,5,6,5,5,6,6,6,5,5,2,3,3,3,3,3,5,5,5,4,5,4,5,5,6,5,5,5,4,5
428,2,2,2,2,4,2,3,3,3,2,0,0,1,1,2,1,2,2,3,4,2,2,3,3,1,1,1,2,2,2,5,5,5,5,4,5,2,3,4,3,2,3,2,3,3,1,4,2,2,2
429,2,2,3,2,3,2,3,4,3,2,0,1,1,0,2,1,4,5,6,5,4,4,5,5,5,4,5,4,5,6,6,5,4,6,5,5,4,6,5,4,4,5,5,5,4,5,5,4,4,4
430,1,3,2,2,5,4,2,2,4,3,1,1,0,0,2,1,2,3,5,4,4,4,5,4,4,5,4,4,4,4,3,5,4,4,5,4,4,5,4,4,4,5,4,4,5,4,4,5,5,4
431,2,2,2,2,1,2,3,2,2,2,0,1,1,0,3,1,5,4,5,5,5,5,4,5,5,4,5,5,6,5,4,5,5,5,4,4,5,5,6,4,5,5,6,6,5,4,4,5,5,5
432,2,3,4,1,1,2,4,3,3,1,1,0,1,0,1,1,2,2,2,3,3,2,3,3,4,4,3,1,2,2,4,1,1,1,1,1,3,3,1,6,2,1,5,1,5,1,1,1,1,4
433,2,2,2,1,4,4,2,2,3,3,1,0,1,0,2,1,6,5,5,5,5,5,4,4,4,3,4,4,5,4,5,4,4,4,5,4,4,4,4,3,4,5,4,4,5,5,5,5,4,4
434,2,5,2,3,3,1,3,3,4,1,1,0,1,0,1,1,2,4,4,3,5,5,4,5,4,5,5,5,4,5,5,4,4,5,5,5,5,6,4,3,5,5,5,5,6,5,5,5,5,5
435,2,3,2,3,4,2,3,3,5,2,0,1,1,0,3,2,5,6,5,5,6,6,6,5,5,6,4,5,6,4,6,5,6,6,5,3,5,4,5,5,2,4,4,4,3,3,4,5,4,3
436,2,2,3,2,3,3,3,3,2,2,1,0,1,0,2,2,5,4,4,4,5,4,5,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,4,5,5,4,5,5,4,4
437,1,4,2,1,6,4,2,2,3,4,1,0,0,1,4,2,2,2,2,3,3,2,4,2,4,4,2,4,4,4,4,4,2,4,4,4,3,3,4,4,5,5,5,6,6,6,5,5,4,5
438,2,4,4,3,1,2,5,5,2,1,1,1,0,0,3,1,1,1,1,1,1,1,3,1,1,3,1,3,3,3,5,5,5,5,5,5,3,1,6,5,6,6,6,6,5,5,1,1,1,1
439,2,1,1,1,2,4,2,2,3,2,0,0,1,1,1,1,3,4,4,3,4,5,3,5,6,6,6,5,4,6,4,4,4,3,2,2,5,5,4,3,2,2,2,1,1,1,5,5,5,5
